식품명,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
트러플머쉬룸와퍼,331,738,29,-,-,8
트러플머쉬룸와퍼주니어,172,404,16,-,-,7.2
햄버거,121,306,17,-,-,6.3
베이컨 크루아상,135,378,15,-,-,5
에그 크루아상,122,339,12,-,-,5
햄 크루아상,156,378,18,-,-,5
21치즈스틱,49,155,5,-,-,1.5
너겟킹(4조각),78,139,6,-,-,0.4
너겟킹(6조각),117,210,8,-,-,0.6
너겟킹(10조각),195,347,14,-,-,1
바삭킹(2조각),99,272,15,-,-,1.7
바삭킹(4조각),198,544,29,-,-,3.4
바삭킹(8조각),396,1088,59,-,-,6.7
볼케이노칠리프라이,143,359,9,-,-,1.9
스트립킹(2조각),90,245,11,-,-,0
스트립킹(4조각),180,490,21,-,-,0
스트립킹(6조각),270,734,32,-,-,0
어니언링,91,332,5,-,-,2.5
윙킹(2조각),80,237,11,-,-,0
윙킹(4조각),160,474,23,-,-,0
윙킹(6조각),240,711,34,-,-,0
치즈프라이,139,440,12,-,-,1.8
코울슬로,95,130,1,-,-,13.2
코코넛 쉬림프(3조각),57,81,6,-,-,1.7
코코넛 쉬림프(6조각),114,162,12,-,-,3.4
코코넛 쉬림프(9조각),171,243,18,-,-,5.1
콘샐러드,105,189,2,-,-,6.3
크리미모짜볼(5조각),70,198,7,-,-,4
크리미모짜볼(10조각),140,395,14,-,-,9
텐더킹(2조각),80,211,15,-,-,0.8
텐더킹(4조각),160,422,30,-,-,1.7
텐더킹(6조각),240,634,45,-,-,2.5
트러플프라이,146,445,10,-,-,0.3
프렌치프라이(L),135,377,5,-,-,0.4
프렌치프라이(R),102,285,4,-,-,0.3
해쉬브라운,57,169,2,-,-,0
아메리카노,227,6,0,-,-,0
아이스아메리카노,330,5,0,-,-,0
킹아이스아메리카노,567,9,0,-,-,0
카페라떼,227,101,5,-,-,7.3
아이스카페라떼,330,75,5,-,-,5
아이스초코,330,253,3,-,-,31
핫초코,227,210,2,-,-,23
라임모히또,355,164,0,-,-,34.3
애플모히또,355,157,1,-,-,37.2
자몽모히또,355,168,0,-,-,34.6
딸기선데,175,245,3,-,-,38.9
바닐라선데,150,194,3,-,-,26.6
초코선데,175,248,3,-,-,41.4
컵 아이스크림,110,142,2,-,-,19.5
트러플허니아이스크림,175,284,3,-,-,41.4
찜햇닭,100,249,21,-,-,7
찜햇닭 강정,100,309,16,-,-,5
찜햇닭 윙,100,304,21,-,-,4
치파오치킨,100,319,17,-,-,8
치파오,100,303,9,-,-,6
불사치킨,100,317,17,-,-,8
불사텐더,100,270,20,-,-,2
불사윙,100,288,18,-,-,2
후레이크 갈릭치킨,100,288,20,-,-,0.3
어니언치즈 순살뿌치,100,299,25,-,-,0
후라이드치킨(통치킨/핫통치킨),100,316,23,-,-,0
케이준윙,100,336,22,-,-,0
순살치킨,100,308,23,-,-,0
치킨강정,100,268,22,-,-,7
케이준강정,100,249,18,-,-,6
살사리코버거,280,607,35,-,-,5
언빌리버블버거,290,608,35,-,-,5
인크레더블버거,300,724,32,-,-,10
치즈베이컨버거,250,479,32,-,-,9
딥치즈버거,220,409,28,-,-,3
불싸이버거,225,481,24,-,-,11
화이트갈릭버거,247,572,38,-,-,2
디럭스불고기버거,220,482,25,-,-,3
싸이버거,200,506,23,-,-,3
휠렛버거,210,389,25,-,-,5
햄치즈휠렛버거,245,478,31,-,-,5
할라피뇨 통살버거,200,385,21,-,-,4
통새우버거,165,370,11,-,-,2
불고기버거,155,322,13,-,-,3
에그랩,145,288,8,-,-,6
베이컨에그랩,150,306,10,-,-,6
어니언치즈감자,153,488,6,-,-,3
치즈감자,155,489,6,-,-,4
할라피뇨너겟 (4조각),62,146,10,-,-,0
할라피뇨너겟 (10조각),155,364,25,-,-,1
할라피뇨너겟 (22조각),340,799,56,-,-,2
매콤김떡만,190,469,10,-,-,5
갈릭김떡만,190,499,7,-,-,18
텐터로인(2조각),70,151,12,-,-,0
팝콘만두 오리지널,90,209,8,-,-,2
팝콘만두 어니언치즈,90,211,11,-,-,2
팝콘볼,100,219,16,-,-,1
케이준양념감자(소),100,329,4,-,-,3
케이준양념감자(중),180,592,7,-,-,5
치즈스틱,40,125,6,-,-,0
고구마치즈볼,100,215,10,-,-,31
휠랩,135,349,10,-,-,3
슈퍼베리워터주스,300,76,0,-,-,15
레몬홍차(ICE),385,101,0,-,-,23
레몬홍차(HOT),272,45,0,-,-,10
홍차(ICE),360,1,0,-,-,0
홍차(HOT),258,1,0,-,-,0
복숭아망고스무디(홈카페 전용),325,134,0,-,-,28
레몬딸기스무디(홈카페 전용),320,149,0,-,-,31
레몬에이드 14oz,248,190,0,-,-,45
레몬에이드 20oz,370,283,0,-,-,59
레몬티 ICE 14oz,248,105,0,-,-,23
레몬티 ICE 20oz,370,153,0,-,-,34
레몬티 HOT,248,105,0,-,-,23
허브복숭아티 ICE 14oz,320,110,0,-,-,21
허브복숭아티 ICE 20oz,480,165,0,-,-,31
허브복숭아티 HOT,270,93,0,-,-,17
스트로베리밀크(홈카페 전용),320,162,5,-,-,21
스위트망고(홈카페 전용),320,66,1,-,-,14
딸기 스무디(홈카페 전용),319,135,0,-,-,32
망고 스무디(홈카페 전용),326,91,0,-,-,22
카페라떼 (ICE),313,104,5,-,-,7
바닐라라떼(ICE),320,132,5,-,-,16
아메리카노(HOT),262,5,0,-,-,0
아메리카노(ICE),320,6,0,-,-,0
청포도에이드 14oz,250,174,0,-,-,44
청포도에이드 20oz,375,263,0,-,-,58
망고에이드 14oz,250,196,0,-,-,41
망고에이드 20oz(맘사이즈),375,294,0,-,-,54
복숭아에이드 14oz,250,192,0,-,-,41
복숭아에이드 20oz(맘사이즈),375,291,0,-,-,53
오리지널치킨,100,271,20,-,-,0
핫크리스피치킨,100,264,22,-,-,0
갓양념치킨,100,261,27,-,-,6
블랙라벨치킨,76,264,21,-,-,0
핫칠리씨치킨,100,283,29,-,-,9
징거버거,232,389,51,-,-,2
타워버거,282,584,57,-,-,6
트위스터,182,379,17,-,-,2
징거더블다운맥스,348,792,59,-,-,4
핫치즈징거버거,261,501,30,-,-,4
치킨불고기버거,166,332,12,-,-,7
블랙라벨폴인치즈버거,299,711,32,-,-,13
블랙라벨클래식버거,268,606,26,-,-,13
트리플리치오리지널버거,295,580,33,-,-,16
오리지널타워버거,280,579,32,-,-,5
블랙라벨에그타워버거,330,811,32,-,-,11
코울슬로,100,139,1,-,-,15
콘샐러드,100,149,2,-,-,5
에그타르트,61,215,3,-,-,8
콘타르트,58,156,2,-,-,7
뉴 비스켓,70,270,4,-,-,7
텐더떡볶이,199,418,12,-,-,15
치킨너겟,23,48,3,-,-,0
후렌치후라이(M),102,291,4,-,-,0
후렌치후라이(L),140,399,6,-,-,0
치즈후렌치후라이,118,319,5,-,-,1
올쉐킷(치즈),184,528,12,-,-,4
텐더,34,72,7,-,-,0
오징어바이트,12,76,1,-,-,0
핫윙,23,70,3,-,-,0
롱치즈스틱,50,131,10,-,-,2
텐더스틱,47,119,8,-,-,0
아이스크림,100,98,2,-,-,19
닭똥집튀김,85,159,10,-,-,2
매콤치킨바,18,46,2,-,-,0
생맥주,425,157,2,-,-,0
망고주스,200,91,7,-,-,19
아메리카노,293,39,1,-,-,0
아이스 아메리카노,294,43,1,-,-,0
라떼,285,124,3,-,-,4
아이스라떼,370,131,3,-,-,4
핫초코,285,105,1,-,-,16
아이스초코,370,131,1,-,-,21
코리안라떼,284,58,1,-,-,12
코리안라떼아이스,379,75,1,-,-,15
밀크티,285,62,1,-,-,7
밀크티아이스,370,62,1,-,-,7
맥주425ml,425,157,2,-,-,0
콤비네이션 피자,150,372,19,-,-,8
크리미 어니언 피자,150,356,19,-,-,4
스위트 불고기 피자,150,370,21,-,-,8
더블 포테이토 피자,150,371,16,-,-,6
고구마피자,150,344,18,-,-,20
핫리치피자,150,343,13,-,-,9
페퍼로니피자,150,434,23,-,-,4
치즈피자,150,402,20,-,-,4
갈릭앤갈릭피자,150,416,26,-,-,5
트리플 바비큐피자,150,383,22,-,-,9
골든치즈볼피자,150,460,20,-,-,6
통새우 불고기피자,150,329,20,-,-,8
황금커리피자피자,150,395,20,-,-,8
후라이드 치킨,150,435,35,-,-,2
양념 치킨,150,443,26,-,-,19
탄두리커리 치킨,150,408,28,-,-,6
허니갈릭 치킨,150,426,28,-,-,10
페퍼간장 치킨,150,374,30,-,-,3
치즈 크리스피 치킨,150,456,34,-,-,3
스윗콤보 치킨,150,404,27,-,-,12
맵고마 치킨,150,431,24,-,-,12
고추깐풍 치킨,150,446,31,-,-,9
순살 쉬림프골드 치킨,150,387,18,-,-,16
순살닭다리 치킨,150,479,28,-,-,1
순살화이트 어니언 치킨,150,335,15,-,-,5
푸실리 스파게티,401,625,39,-,-,9
스틱팩 (치즈스틱),22,72,2,-,-,0
스트링치즈 (m),77,249,16,-,-,1
스트링치즈 (L),84,272,17,-,-,1
뽀빠이 식스팩 메이플 바이츠,55,250,3,-,-,9
도와줘요 뽀빠이! 올리브 츄이스티,50,220,1,-,-,10
스키피 피넛버터 스트로베리,70,305,4,-,-,12
스키피 피넛버터 츄이스티,55,245,3,-,-,10
스키피 피넛버터 먼치킨,55,185,3,-,-,8
맛있구마! 자색 고구마 필드,60,200,3,-,-,9
맛있구마! 못난이 자색 고구마링,52,210,3,-,-,6
가을을 속삭이는 밤,65,365,4,-,-,11
버터 올드훼션드 먼치킨,60,265,3,-,-,6
노르망디 버터밀크바,64,290,2,-,-,19
노르망디 버터크림필드,56,255,3,-,-,7
솔티드 카라멜 필드,56,210,3,-,-,7
솔티드 카라멜 앤 피넛,57,260,4,-,-,11
흑당 쫄킹,54,205,1,-,-,7
옥수로 잘익은 콘트위스트,69,300,3,-,-,7
옥수로 맛있는 콘바이츠,55,210,3,-,-,7
허쉬 초코 먼치킨,55,200,3.5,-,-,10
올드훼션드 먼치킨,60,265,3,-,-,6
더 쫄깃한 치즈 츄이스티,50,210,1,-,-,10
상큼한 봄딸기 비스켓,77,361,4,-,-,20
보스톤 크림,57,250,3,-,-,9
올드훼션드 글레이즈드,60,280,2,-,-,17
던킨 글레이즈드,45,210,3,-,-,7
올리브 츄이스티,50,220,1,-,-,10
카푸치노 츄이스티,50,225,1,-,-,12
사랑에 빠진 하트,68,265,4,-,-,12
던킨 카페모카롤,70,310,4,-,-,14
허니후리터,70,310,5,-,-,14
아몬드초코크런치,50,245,3,-,-,5
카카오하니딥,53,240,3,-,-,15
허니찹쌀스틱,50,250,2,-,-,9
카카오 후로스티드,48,220,3,-,-,6
블루베리필드,60,200,3,-,-,8
바바리안필드,60,215,3,-,-,8
스트로베리필드,60,235,3,-,-,11
스트로베리 먼치킨,48,195,2,-,-,10
오리지널케익먼치킨,52,235,3,-,-,12
카카오하니딥먼치킨,52,245,3,-,-,13
바바리안먼치킨,50,190,3,-,-,8
멀티그레인 베이글,110,320,11,-,-,6
소시지 인 치즈 베이글,90,255,12,-,-,2
치즈 인 치즈 베이글,60,190,9,-,-,4
블루베리베이글,110,345,10,-,-,11
플레인베이글,110,305,10,-,-,6
스키피 피넛버터 머핀,96,425,9,-,-,25
녹차 초코칩 머핀,96,430,6,-,-,26
아메리칸 콘 브레드,64,235,5,-,-,15
카카오팬브라우니,81,340,4,-,-,24
비프칠리핫도그,138,430,19,-,-,7
브리오슈핫도그,145,480,20,-,-,11
페스츄리 그릴드치즈,128,440,13,-,-,9
웨이크업랩,94,200,9,-,-,2
떠먹는 떡볶이 도넛,191,495,13,-,-,21
페스츄리 크로크무슈,190,600,22,-,-,12
치킨 머쉬룸 플랫브레드,149,425,26,-,-,5
스파이시 치킨 치아바타,168,510,23,-,-,5
베이컨에그 잉글리쉬머핀,126,280,14,-,-,3
햄에그 잉글리쉬머핀,123,235,14,-,-,1
그릭슈바인소시지로만든모짜렐라핫도그,80,260,8,-,-,7
(앳홈)그릭슈바인 소시지로 만든 핫도그,85,270,7,-,-,7
(앳홈) 크림치즈프렛즐,99,250,7,-,-,5
(앳홈) 치킨퀘사디아,99,190,13,-,-,2
(앳홈) 스파이시 치킨 브리또,130,260,15,-,-,3
아메리카노(R),400,10,0,-,-,0
아메리카노(S),318,10,0,-,-,0
아이스 아메리카노(R),460,15,0,-,-,0
아이스 아메리카노(S),355,10,0,-,-,0
카페라떼(R),405,210,10,-,-,14
카페라떼(S),305,160,7,-,-,10
아이스 카페라떼(R),450,145,6,-,-,9
아이스 카페라떼(S),328,100,4,-,-,6
카푸치노(R),370,190,8,-,-,12
카푸치노(S),285,145,7,-,-,10
카페모카(R),431,440,10,-,-,20
카페모카(S),326,350,8,-,-,16
아이스 카페모카(R),506,375,8,-,-,17
아이스 카페모카(S),379,310,6,-,-,13
카라멜마끼아또(R),414,340,10,-,-,39
카라멜마끼아또(S),293,235,7,-,-,27
아이스 카라멜마끼아또(R),504,380,8,-,-,36
아이스 카라멜마끼아또(S),376,295,6,-,-,26
아이스 바닐라라떼(R),508,375,7,-,-,37
아이스 바닐라라떼(S),371,280,5,-,-,23
폼나는 콜드브루 아메리카노 (R),415,40,1,-,-,4
코코넛 콜드브루 라떼,390,210,5,-,-,15
코코넛 콜드브루 크러쉬,370,355,5,-,-,26
콜드브루 아메리카노(R),460,15,0,-,-,0
콜드브루 아메리카노(S),370,10,0,-,-,0
콜드브루 라떼(R),460,135,6,-,-,8
콜드브루 라떼(S),370,100,5,-,-,7
콜드브루 허니라떼(R),485,200,6,-,-,26
콜드브루 허니라떼(S),390,165,5,-,-,22
콜드브루 보틀,200,25,1,-,-,0
폼나는 메종드 카라멜,418,275,7,-,-,33
폼나는 롱비치블루 아메리카노®,415,45,1,-,-,4
롱비치블루 아이스 바닐라라떼(S),358,215,6,-,-,24
롱비치블루 아이스 카페모카(S),396,345,7,-,-,28
롱비치블루 카라멜마끼아또(S),253,235,7,-,-,27
롱비치블루 아이스 카페라떼(S),350,140,6,-,-,9
롱비치블루 아이스 아메리카노(S),355,10,0,-,-,0
롱비치블루 바닐라라떼(S),288,245,7,-,-,26
롱비치블루 카페모카(S),326,370,9,-,-,30
롱비치블루 아이스 카라멜마끼아또(S),358,230,6,-,-,27
롱비치블루 카푸치노(S),255,150,7,-,-,10
롱비치블루 카페라떼(S),290,170,1,-,-,0
롱비치블루 아메리카노(S),310,15,0,-,-,0
딸기 요거트 스무디,395,310,6,-,-,52
플레인 요거트 스무디,405,350,9,-,-,58
스트로베리 바나나 쿨라타(R),440,230,0,-,-,53
스트로베리 바나나 쿨라타(S),360,190,0,-,-,43
오렌지 망고 쿨라타(R),440,230,0,-,-,54
오렌지 망고 쿨라타(S),360,190,0,-,-,44
청포도 봉봉 쿨라타(R),440,170,0,-,-,40
청포도 봉봉 쿨라타(S),360,140,0,-,-,33
허니딸기라떼,343,270,5,-,-,45
딸기 스무디,385,250,2,-,-,56
망고 스무디,375,190,1,-,-,44
미숫가루 크러쉬(S),410,297,7,-,-,34
블랙버블 미숫가루 크러쉬(S),455,381,7,-,-,45
허쉬 모카 던카치노(S),428,330,4,-,-,38
블랙버블 허쉬 크러쉬(S),468,465,4,-,-,46
깔라만시 크러쉬,400,180,0,-,-,42
제주감귤 아이스 크러쉬,400,230,0,-,-,43
수박 크러쉬(S),400,150,2,-,-,35
카라멜 던카치노(S),369,300,4,-,-,36
레몬에이드(R),472,220,0,-,-,52
자몽 에이드(R),457,190,0,-,-,43
아이스티 복숭아(R),495,195,0,-,-,47
아이스티 복숭아(S),420,170,0,-,-,41
미숫가루 라떼(S),310,335,10,-,-,34
제주 청귤 블렌딩 티(S),330,200,0,-,-,43
폼나는 아이스 밀크티 (R),391,207,6,-,-,37
폼나는 아이스 그린티 라떼 (R),372,195,6,-,-,22
블랙버블 라떼,380,310,4,-,-,33
블랙버블 밀크티,400,275,3,-,-,36
퍼스트브레이크,312,0,0,-,-,0
런마테,313,0,0,-,-,0
유자 블렌딩티(S),333,185,0,-,-,42
레몬 블렌딩티(S),334,255,0,-,-,53
핫초코(R),415,480,13,-,-,43
핫초코(S),330,375,10,-,-,34
아이스 초코(R),468,360,10,-,-,36
아이스 초코(S),378,280,8,-,-,26
밀크티 라떼(R),381,350,11,-,-,39
밀크티 라떼(S),307,290,8,-,-,33
아이스 밀크티 라떼 (S),331,240,6,-,-,32
아이스 밀크티 라떼(R),390,285,6,-,-,39
그린티 라떼(R),370,305,11,-,-,32
그린티라떼(S),296,245,9,-,-,26
아이스 그린티 라떼(R),416,195,6,-,-,22
아이스 그린티 라떼(S),342,165,6,-,-,18
바닐라라떼(R),428,420,9,-,-,40
바닐라라떼(S),318,320,6,-,-,25
코코넛앤망고 스노우 빙수,470,385,1,-,-,72
밀크 스노우 빙수,515,605,16,-,-,81
아이스 요거트,65,112,1,-,-,18
아이스 블루,65,64,0,-,-,16
아이스 초코치노,65,150,2.8,-,-,9
아이스 라떼,65,130,2.5,-,-,7
아이스 바닐라,65,140,2.7,-,-,7
아이스 바닐라,395,20,1,-,-,4
모닝콤보 오렌지 주스,240,88,0,-,-,19
아이스 맨하탄 드립 커피(R),460,20,1,-,-,3
아이스 맨하탄 드립 커피(S),355,15,0,-,-,3
첼시바이브 아메리카노 (S),310,15,0,-,-,0
첼시바이브 아이스아메리카노 (S),355,10,1,-,-,0
첼시바이브 아이스카페라떼 (S),330,125,6,-,-,8
첼시바이브 카푸치노 (S),255,150,7,-,-,10
첼시바이브 카페라떼 (S),290,170,8,-,-,11
연유 버터 라우겐,120,470,7,-,-,12
볼매 연유크림 브레드,115,455,7,-,-,20
옥수수 범벅,92,310,6,-,-,11
고메 미트볼 고로케,120,350,7,-,-,17
골든 고구마 패스트리,124,505,11,-,-,27
반반모스,310,1680,59,-,-,104
황금파이만주,58,305,4,-,-,10
오리지날 뺑오레쟁,96,390,8,-,-,20
바통쉬크레,130,595,10,-,-,29
크리스피쇼콜라,104,515,7,-,-,22
갈릭퐁당브레드 (소),160,615,10,-,-,22
갈릭퐁당브레드 (대),310,1195,20,-,-,43
초코호두 브리오쉬,90,365,7,-,-,14
흑미 찹쌀 토스트 식빵,380,1050,31,-,-,24
고메버터식빵,280,1035,25,-,-,25
통우유식빵,420,270,8,-,-,9
통우유식빵(Half),210,225,6,-,-,8
흑심 품은 맘모스 (소),155,535,13,-,-,38
사르르 고구마 케이크 빵,128,385,7,-,-,27
달콤한 흑당 꿀 도넛 (3개입),159,570,9,-,-,19
베리베리 건강브레드 (소),95,280,7,-,-,10
생크림 만난 마롱 브레드,110,455,9,-,-,21
베리베리 건강브레드 (대),102,280,7,-,-,11
초코칩트위스트,76,325,6,-,-,12
고소하고 쫄깃한 찹쌀브레드,75,255,6,-,-,10
슈크림소보로,114,510,10,-,-,26
새콤달콤 유자파이,100,365,6,-,-,9
라우겐(2개입),156,430,13,-,-,6
흑심 품은 맘모스 (대),310,1075,25,-,-,76
생크림 듬뿍 망고 패스트리,100,330,5,-,-,22
요거크림 듬뿍 블루베리 패스트리,90,325,5,-,-,18
크림 듬뿍 파이슈,150,455,7,-,-,21
NEW정통고로케,108,315,8,-,-,4
NEW김치고로케,132,375,8,-,-,6
NEW바베큐치킨고로케,114,360,9,-,-,10
치킨마요브레드,125,365,15,-,-,7
부추잡채고로케,110,320,6,-,-,4
골든피치패스트리,140,405,8,-,-,27
청포도패스트리,75,215,4,-,-,14
TLJ 옥수수 듬뿍 옥수수식빵,342,950,25,-,-,26
소금버터빵,75,320,5,-,-,4
빵속에리얼초코,76,200,5,-,-,6
아몬드보스톡,70,300,5,-,-,18
카라멜러스크,75,270,4,-,-,12
NEW고소한후랑크소시지,91,285,11,-,-,8
NEW어니언소시지포카치아,128,490,10,-,-,17
크림가득 인절미 브레드,133,615,12,-,-,26
오리지널뺑오쇼콜라,58,230,5,-,-,12
NEW단팥소보로,110,410,11,-,-,32
신선함이 가득한 11시 생크림식빵,82,240,7,-,-,6
탕종법으로 만든 쫄깃한 식빵,78,170,5,-,-,4
후레쉬 크림빵,76,265,6,-,-,11
쫄깃한 찹쌀도넛,81,275,5,-,-,19
호두 연유 바게트,213,750,18,-,-,14
한입쏘옥 크림치즈파이,29,130,1,-,-,3
오리지널 크라상,58,260,4,-,-,6
프랑보아즈 아몬드 크라상,114,450,7,-,-,25
밤이 듬뿍 맘모스(소),175,645,11,-,-,47
통큰양파빵,186,605,17,-,-,17
퀸즈 브리오쉬 브레드,254,885,19,-,-,53
담백하고쫄깃한탕종브레드,77,165,5,-,-,4
핫도그패스트리,127,345,13,-,-,12
밤이 듬뿍 맘모스(대),350,1290,23,-,-,93
오리지널 생크림 크라상,71,305,4,-,-,6
카페모카빵(소),128,460,10,-,-,17
스윗 갈릭킹,100,405,5,-,-,17
"겉은바삭, 속은 촉촉한 플레인스콘",67,295,6,-,-,9
"겉은바삭, 속은 촉촉한 쇼콜라스콘",67,300,6,-,-,9
낙엽소시지브레드,133,360,13,-,-,7
동글동글순치즈,106,310,7,-,-,17
카페 카야번,90,330,7,-,-,20
순우유브레드,114,435,10,-,-,20
뉴패스트리도넛,49,190,3,-,-,7
맘모스빵 (소),130,450,9,-,-,23
땅콩크림밀크브레드,71,260,6,-,-,8
허니밀크브레드,242,875,18,-,-,47
순꿀 호떡,71,210,4,-,-,17
추억의 옥수수소보로,109,405,9,-,-,8
NEW 빵 속에 순치즈,82,240,6,-,-,6
한겹한겹 촉촉한 밀크브레드,128,445,10,-,-,25
NEW 빵 속에 순우유,73,185,5,-,-,9
순 애플링,173,555,13,-,-,25
쫄깃한 치즈스틱,57,210,4,-,-,3
크랜베리애플크림치즈,82,240,5,-,-,10
겹겹이 밀크롤인,20,63,2,-,-,3
크림치즈브레드,76,245,6,-,-,9
잡곡고구마찹쌀브레드,256,695,16,-,-,49
메론빵,72,260,6,-,-,13
NEW 블루베리 크림치즈,79,235,6,-,-,8
카페모카빵(대),257,925,21,-,-,34
단팥앙금롤브레드,280,925,25,-,-,58
동글동글순우유롤,345,1250,26,-,-,41
부드러운후레쉬크림샌드빵,71,275,4,-,-,11
깨찰빵,48,180,2,-,-,2
맘모스빵(대),250,860,17,-,-,43
진짜고소한땅콩크림빵,49,350,9,-,-,9
호두가오독오독씹히는단팥빵,107,435,11,-,-,28
땅콩크림소보로,102,465,8,-,-,21
연유크림만난단팥빵,105,340,9,-,-,21
행복한바나나,76,240,6,-,-,15
초코가나슈크림빵,76,270,5,-,-,28
슈크림빵,85,260,6,-,-,14
단팥빵,86,265,7,-,-,18
소보로빵,76,315,6,-,-,16
완두앙금빵,80,255,5,-,-,16
초코소라빵,68,245,4,-,-,28
까까웨뜨,79,325,5,-,-,11
더블초코칩쿠키,36,160,0.7,-,-,11
청키초코칩쿠키,36,155,0.7,-,-,11
피넛버터쿠키,36,175,0.7,-,-,12
겹겹이 치즈스틱,20,64,2,-,-,3
띠띠뽀띠띠뽀미니샌드피넛,65,215,5,-,-,7
띠띠뽀띠띠뽀미니샌드스트로베리,65,215,5,-,-,8
팥과 크림이 꽉찬 크리미 단팥,90,305,5,-,-,19
한입두입미니단팥빵,160,516,13,-,-,30
TLJ 옥수수식빵,513,1425,38,-,-,39
진한두유검은콩식빵,74,225,7,-,-,8
모카패스트리식빵,72,250,6,-,-,9
호박패스트리식빵,341,1285,29,-,-,37
롤치즈식빵,78,235,8,-,-,6
밤식빵,460,1440,28,-,-,101
데니쉬식빵,72,260,5,-,-,6
딸기잼 듬뿍 미니식빵,295,890,19,-,-,62
순수한맛 순우유식빵,82,230,7,-,-,7
순수한맛 순우유롤(봉),92,295,8,-,-,7
데일리 우유식빵,100,280,8,-,-,8
열두가지 곡물식빵,100,290,10,-,-,6
바로굽는 토스트식빵,100,310,8,-,-,5
담백한 모닝식빵,100,280,10,-,-,7
호박검은깨식빵,100,290,9,-,-,7
깨찰도넛,56,215,2,-,-,2
프리미엄단팥도넛,108,430,8,-,-,30
렛츠트위스트,48,165,3,-,-,3
옥수수트위스트,76,255,5,-,-,8
엄마랑장볼때먹던 그때그도나쓰,135,435,5,-,-,21
슈거글레이즈드도넛,50,175,3,-,-,10
딸기마카롱도넛,52,225,4,-,-,3
롱스틱초코도넛,95,330,6,-,-,13
초코마카롱도넛,52,215,4,-,-,3
바바리안크림도넛,62,175,3,-,-,9
스트로베리쨈도넛,62,180,3,-,-,9
깜파뉴속의리얼초코,130,390,9,-,-,27
몽블랑패스트리,88,330,6,-,-,8
크림치즈데니쉬,75,305,6,-,-,16
NEW 파이스틱,40,170,2,-,-,5
고구마파이,86,285,5,-,-,11
밤패스트리,162,530,10,-,-,30
에그타르트,45,145,2,-,-,6
블랙올리브치즈브레드,86,255,8,-,-,2
바게트토스트,83,240,8,-,-,10
건포도빵,78,245,6,-,-,7
진한초콜릿깜파뉴,74,195,5,-,-,9
순꿀 바게트,100,295,8,-,-,11
프랑스바게트,89,230,9,-,-,0.7
마늘스틱,42,170,3,-,-,4
호두바게트,137,455,14,-,-,2
플레인베이글,105,295,12,-,-,12
블루베리베이글,105,320,11,-,-,17
어니언베이글,105,305,11,-,-,14
통밀빵,250,765,19,-,-,36
미니치즈롤,18,50,2,-,-,0.7
치즈듬뿍 순꿀꽃,180,540,22,-,-,13
소시지카레양파빵,124,335,13,-,-,6
미니데니쉬,25,100,2,-,-,5
사각후랑크패스트리,53,215,4,-,-,11
감자 베이컨 롤,95,270,8,-,-,13
추억의 사라다 고로케,127,355,6,-,-,8
미니햄치즈롤(봉),208,555,22,-,-,5
트윈에그브레드,105,250,11,-,-,7
피자토스트,101,245,11,-,-,5
쫄깃한피자빵,107,235,7,-,-,7
폭신폭신모닝롤,180,750,19,-,-,31
후랑크패스트리,104,425,9,-,-,21
사르르 초코 생크림 쉬폰,396,1130,13,-,-,90
"4랑해, 나도",673,1920,25,-,-,1145
우리유자 롤케이크,100,370,6,-,-,21
볼빨간 사과 생크림,542,1475,16,-,-,150
부드러운 고구마 라떼 케이크,832,2530,40,-,-,123
진한 우유 생크림 케이크 1호,810,1420,25,-,-,84
크레이프 케이크,74,200,5,-,-,10
진한 우유 생크림 케이크 2호,1021,1580,30,-,-,104
바닐라 초코 하트,79,255,4,-,-,14
떠먹는 쿠키앤크림 볼,70,245,3,-,-,13
러브 블루베리 케이크,58,250,2,-,-,14
클래식모카케이크,70,280,4,-,-,18
흑당 카스테라,100,1519,7,-,-,39
사르르~ 생크림 쉬폰,333,940,11,-,-,71
생크림케이크1호C,562,1535,23,-,-,99
생크림케이크1호A,500,1310,16,-,-,79
생크림케이크2호E,705,2025,32,-,-,136
생크림케이크2호D,717,1960,31,-,-,144
오!해피 복숭아 케이크,72,205,3,-,-,18
유자레몬마카롱,25,95,2,-,-,8
채석장에 간 띠띠뽀와 디젤,100,350,5,-,-,22
브라우니 쿠키샌드,56,266,4,-,-,21
띠띠뽀의 기차마을,770,3095,5,-,-,26
클래식 롤케이크,100,360,6,-,-,30
클래식 딸기잼 롤케이크,100,315,6,-,-,28
블루베리 더블크림 롤케이크,100,385,6,-,-,28
그랑드카페모카 롤케이크,100,375,6,-,-,28
더블초코 롤케이크,100,383,7,-,-,30
제주첫물녹차 롤케이크,100,365,6,-,-,30
허니월넛 롤케이크,100,390,7,-,-,25
달콤 밤만주,54,171,4,-,-,16
우리 유자 카스테라,100,310,7,-,-,35
생크림케이크1호B,460,1345,21,-,-,90
생크림케이크1호D,547,1460,23,-,-,107
생크림케이크2호C,778,2155,32,-,-,145
클래식 파운드,100,450,6,-,-,25
호두 파운드,100,484,7,-,-,23
클래식 카스테라,100,306,8,-,-,39
제주 첫물녹차 카스테라,100,296,8,-,-,36
생크림케이크3호B,889,2570,40,-,-,168
생크림케이크3호C,970,2650,41,-,-,195
초코쉬폰2호B,638,2185,26,-,-,167
그린티쉬폰2호B,698,2115,25,-,-,118
블루베리쉬폰2호B,705,2220,25,-,-,142
